state_id,sku_id,product_key,style_code,brand,category,product_name,week_of,days_of_supply,stock_coverage_ratio,stockout_risk,total_qty,inventory_vs_median,current_margin_pct,discount_depth_last_30d,days_since_last_discount,days_at_current_price,retail_price_usd,price_gap_pct,competitors_on_sale,competitors_out_of_stock,num_competitors,market_position,days_since_launch,season_sell_through_pct,brand_tier,cost_price_usd,seasonality_score,category_seasonal_boost,event_proximity_score,next_month_seasonality,cash_runway_months,cash_tight,inventory_intensity,match_type,match_score,inventory_history_quality,has_competitor_data,competitor_min_price_usd,competitor_avg_price_usd,competitor_max_price_usd,sales_units_last_28d,avg_daily_sales_28d,competitor_price_trend_4w,competitor_sale_frequency_4w,competitor_oos_frequency_4w,price_gap_volatility_4w,stock_velocity_4w,sell_through_velocity_4w,days_since_competitor_change,rules_label,row_source,is_augmented,augmentation_family,anchor_state_id,sample_weight_hint,ai_label,expected_label,ai_label_confidence,label_confidence,ai_label_rationale,audit_flags,label_prompt_version,labeler_model,labeled_at,ai_label_disagrees_with_rules,data_source,synthetic_is_augmented,synthetic_target_label,synthetic_anchor_state_id,synthetic_mutation_profile,ai_score_hold,ai_score_markdown,ai_score_promote,ai_score_clear
SP-5EC0254D0A|2026-05-26__AUG-PRO-0234,SP-5EC0254D0A,,IN234703,New Balance,accessories,New Balance 47 Clean Up Women Lifestyle Cap Linen,2026-05-26,70.5,2.35,0,24,1.3333,51.93,0.0875,120,38,35.68,-0.1153,0,1,3,below_market,144,0.315,tier1,17.15,1.351,0.0,0.666,1.221,3.0,0,0.8224,same_model_family,0.964,movement_reconstructed,1,35.0,35.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0687,-12.0,-1.0,0,PROMOTE,controlled_augmentation,1,promote_guided,SP-5EC0254D0A|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.35); calendar/event timing supports demand; healthy stock position (70 DOS),demand_capture|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-5EC0254D0A|2026-05-26,promote_guided,0.9931,0.1845,0.8983,0.1734
SP-A8890E7A65|2026-05-26__AUG-PRO-0235,SP-A8890E7A65,,IN234708,New Balance,accessories,New Balance 47 Hitch Men Lifestyle Cap Team Away Grey,2026-05-26,50.2,1.67,0,38,2.1111,51.79,0.0361,120,64,39.64,-0.0459,0,1,2,at_market,30,0.3579,tier1,19.11,1.214,0.0,0.672,1.202,3.0,0,0.8224,same_model_family,0.98,movement_reconstructed,1,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-A8890E7A65|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.21); calendar/event timing supports demand; healthy stock position (50 DOS),low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-A8890E7A65|2026-05-26,promote_guided,0.9327,0.1778,0.6937,0.1603
SP-331574EF21|2026-05-26__AUG-PRO-0236,SP-331574EF21,,IN236650,Crocs,accessories,Crocs 3D Coffee Cup Unisex Lifestyle Jibbitz Charm,2026-05-26,50.3,1.68,0,26,1.4444,48.68,0.0269,120,64,6.08,-0.1122,0,1,3,below_market,143,0.3274,tier2,3.12,1.128,0.0,0.55,1.173,3.0,0,0.8224,same_model_family,0.9469,movement_reconstructed,1,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-331574EF21|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.13); calendar/event timing supports demand; healthy stock position (50 DOS),demand_capture|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-331574EF21|2026-05-26,promote_guided,0.963,0.1678,0.6277,0.1697
SP-9D3EC934A6|2026-05-26__AUG-PRO-0237,SP-9D3EC934A6,,IN204429,Nike,accessories,Nike Academy Team M Unisex Training Bag Black/White,2026-05-26,80.2,2.67,0,37,2.0556,59.26,0.0309,120,27,77.29,-0.076,0,1,2,below_market,141,0.3,tier1,31.49,1.301,0.0,0.55,1.185,3.0,0,0.8224,same_model_family,0.9056,movement_reconstructed,1,77.0,77.0,77.0,0.0,0.0,0.0,1.0,1.0,0.0,-9.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-9D3EC934A6|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.30); calendar/event timing supports demand; healthy stock position (80 DOS),demand_capture|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-9D3EC934A6|2026-05-26,promote_guided,0.9614,0.2226,0.8156,0.1744
SP-5EC0254D0A|2026-05-26__AUG-PRO-0238,SP-5EC0254D0A,,IN234703,New Balance,accessories,New Balance 47 Clean Up Women Lifestyle Cap Linen,2026-05-26,65.5,2.18,0,26,1.4444,51.93,0.023,120,24,35.68,-0.0257,0,1,3,at_market,35,0.4977,tier1,17.15,1.335,0.0,0.579,1.296,3.0,0,0.8224,same_model_family,0.964,movement_reconstructed,1,35.0,35.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0687,-12.0,-1.0,0,PROMOTE,controlled_augmentation,1,promote_guided,SP-5EC0254D0A|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.33); calendar/event timing supports demand; healthy stock position (66 DOS),low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-5EC0254D0A|2026-05-26,promote_guided,0.9795,0.1617,0.8015,0.1281
SP-331574EF21|2026-05-26__AUG-PRO-0239,SP-331574EF21,,IN236650,Crocs,accessories,Crocs 3D Coffee Cup Unisex Lifestyle Jibbitz Charm,2026-05-26,56.8,1.89,0,27,1.5,48.68,0.0132,120,27,6.08,-0.0024,0,1,3,at_market,115,0.5179,tier2,3.12,1.324,0.0,0.567,1.165,3.0,0,0.8224,same_model_family,0.9469,movement_reconstructed,1,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-331574EF21|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.32); calendar/event timing supports demand; healthy stock position (57 DOS),low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-331574EF21|2026-05-26,promote_guided,0.9543,0.1443,0.75,0.1235
SP-A8890E7A65|2026-05-26__AUG-PRO-0240,SP-A8890E7A65,,IN234708,New Balance,accessories,New Balance 47 Hitch Men Lifestyle Cap Team Away Grey,2026-05-26,74.0,2.47,0,59,3.2778,51.79,0.0505,120,42,39.64,-0.04,0,1,3,at_market,30,0.3,tier1,19.11,1.261,0.0,0.592,1.226,3.0,0,0.8224,same_model_family,0.98,movement_reconstructed,1,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-A8890E7A65|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.26); calendar/event timing supports demand; healthy stock position (74 DOS),low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-A8890E7A65|2026-05-26,promote_guided,0.9517,0.1848,0.719,0.1736
SP-45B7989AB6|2026-05-26__AUG-PRO-0241,SP-45B7989AB6,,IN216174,Crocs,accessories,Crocs 3D Candy Cane Unisex Lifestyle Jibbitz Charm,2026-05-26,62.5,2.08,0,77,4.2778,48.26,0.0326,120,54,6.03,-0.0459,0,2,4,at_market,71,0.3,tier2,3.12,1.221,0.0,0.55,1.337,3.0,0,0.8224,same_model_family,0.8615,movement_reconstructed,1,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,-12.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-45B7989AB6|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.22); calendar/event timing supports demand; healthy stock position (62 DOS),low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-45B7989AB6|2026-05-26,promote_guided,0.973,0.1685,0.6843,0.1736
SP-A2AD690C12|2026-05-26__AUG-PRO-0242,SP-A2AD690C12,,IN233478,ON,accessories,On All Day Unisex Lifestyle Cap Navy,2026-05-26,70.7,2.36,0,70,3.8889,60.05,0.1062,120,41,67.94,-0.0272,0,1,3,at_market,73,0.3363,tier1,27.14,1.3,0.0,0.55,1.155,3.0,0,0.8224,similar_product,0.723,movement_reconstructed,1,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-A2AD690C12|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.30); calendar/event timing supports demand; healthy stock position (71 DOS),weak_competitor_match|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-A2AD690C12|2026-05-26,promote_guided,0.9625,0.2091,0.7781,0.1652
SP-A2AD690C12|2026-05-26__AUG-PRO-0243,SP-A2AD690C12,,IN233478,ON,accessories,On All Day Unisex Lifestyle Cap Navy,2026-05-26,64.8,2.16,0,24,1.3333,60.05,0.0109,120,72,67.94,-0.0347,0,1,3,at_market,33,0.3637,tier1,27.14,1.204,0.0,0.55,1.099,3.0,0,0.8224,similar_product,0.723,movement_reconstructed,1,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-A2AD690C12|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.20); calendar/event timing supports demand; healthy stock position (65 DOS),weak_competitor_match|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-A2AD690C12|2026-05-26,promote_guided,0.9805,0.2058,0.712,0.1589
SP-A2AD690C12|2026-05-26__AUG-PRO-0244,SP-A2AD690C12,,IN233478,ON,accessories,On All Day Unisex Lifestyle Cap Navy,2026-05-26,45.5,1.52,0,28,1.5556,60.05,0.0172,120,34,67.94,-0.0832,0,1,4,below_market,43,0.3564,tier1,27.14,1.295,0.0,0.55,1.334,3.0,0,0.8224,similar_product,0.723,movement_reconstructed,1,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-A2AD690C12|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.29); calendar/event timing supports demand; healthy stock position (46 DOS),demand_capture|weak_competitor_match|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-A2AD690C12|2026-05-26,promote_guided,0.9473,0.2067,0.7907,0.1606
SP-45B7989AB6|2026-05-26__AUG-PRO-0245,SP-45B7989AB6,,IN216174,Crocs,accessories,Crocs 3D Candy Cane Unisex Lifestyle Jibbitz Charm,2026-05-26,69.5,2.32,0,70,3.8889,48.26,0.017,120,70,6.03,-0.0404,0,0,2,at_market,50,0.3,tier2,3.12,1.244,0.0,0.55,1.229,3.0,0,0.8224,same_model_family,0.8615,movement_reconstructed,1,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,-12.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-45B7989AB6|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.24); calendar/event timing supports demand; healthy stock position (70 DOS),low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-45B7989AB6|2026-05-26,promote_guided,0.9664,0.1685,0.6714,0.1736
SP-9D3EC934A6|2026-05-26__AUG-PRO-0246,SP-9D3EC934A6,,IN204429,Nike,accessories,Nike Academy Team M Unisex Training Bag Black/White,2026-05-26,54.8,1.83,0,62,3.4444,59.26,0.0482,120,35,77.29,-0.0705,0,0,1,below_market,141,0.3,tier1,31.49,1.24,0.0,0.668,1.282,3.0,0,0.8224,same_model_family,0.9056,movement_reconstructed,1,77.0,77.0,77.0,0.0,0.0,0.0,1.0,1.0,0.0,-9.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-9D3EC934A6|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.24); calendar/event timing supports demand; healthy stock position (55 DOS),demand_capture|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-9D3EC934A6|2026-05-26,promote_guided,0.9778,0.2137,0.7846,0.1744
SP-9D3EC934A6|2026-05-26__AUG-PRO-0247,SP-9D3EC934A6,,IN204429,Nike,accessories,Nike Academy Team M Unisex Training Bag Black/White,2026-05-26,48.0,1.6,0,76,4.2222,59.26,0.0502,120,27,77.29,-0.0524,0,1,3,below_market,142,0.3,tier1,31.49,1.226,0.0,0.55,1.299,3.0,0,0.8224,same_model_family,0.9056,movement_reconstructed,1,77.0,77.0,77.0,0.0,0.0,0.0,1.0,1.0,0.0,-9.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-9D3EC934A6|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.23); calendar/event timing supports demand; healthy stock position (48 DOS),demand_capture|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-9D3EC934A6|2026-05-26,promote_guided,0.9555,0.2139,0.7295,0.1752
SP-5EC0254D0A|2026-05-26__AUG-PRO-0248,SP-5EC0254D0A,,IN234703,New Balance,accessories,New Balance 47 Clean Up Women Lifestyle Cap Linen,2026-05-26,62.4,2.08,0,66,3.6667,51.93,0.0883,120,35,35.68,-0.011,0,1,2,at_market,154,0.3,tier1,17.15,1.239,0.0,0.55,1.096,3.0,0,0.8224,same_model_family,0.964,movement_reconstructed,1,35.0,35.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0687,-12.0,-1.0,0,PROMOTE,controlled_augmentation,1,promote_guided,SP-5EC0254D0A|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.24); calendar/event timing supports demand; healthy stock position (62 DOS),low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-5EC0254D0A|2026-05-26,promote_guided,0.9726,0.1886,0.7118,0.185
SP-5EC0254D0A|2026-05-26__AUG-PRO-0249,SP-5EC0254D0A,,IN234703,New Balance,accessories,New Balance 47 Clean Up Women Lifestyle Cap Linen,2026-05-26,77.2,2.57,0,74,4.1111,51.93,0.0708,120,69,35.68,-0.11,0,1,3,below_market,34,0.386,tier1,17.15,1.323,0.0,0.576,1.24,3.0,0,0.8224,same_model_family,0.964,movement_reconstructed,1,35.0,35.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0687,-12.0,-1.0,0,PROMOTE,controlled_augmentation,1,promote_guided,SP-5EC0254D0A|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.32); calendar/event timing supports demand; healthy stock position (77 DOS),demand_capture|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-5EC0254D0A|2026-05-26,promote_guided,0.9712,0.1789,0.8271,0.1538
SP-45B7989AB6|2026-05-26__AUG-PRO-0250,SP-45B7989AB6,,IN216174,Crocs,accessories,Crocs 3D Candy Cane Unisex Lifestyle Jibbitz Charm,2026-05-26,68.3,2.28,0,58,3.2222,48.26,0.019,120,36,6.03,-0.0734,0,1,3,below_market,82,0.3,tier2,3.12,1.19,0.0,0.668,1.115,3.0,0,0.8224,same_model_family,0.8615,movement_reconstructed,1,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,-12.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-45B7989AB6|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.19); calendar/event timing supports demand; healthy stock position (68 DOS),demand_capture|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-45B7989AB6|2026-05-26,promote_guided,1.0003,0.1685,0.7301,0.1736
SP-A8890E7A65|2026-05-26__AUG-PRO-0251,SP-A8890E7A65,,IN234708,New Balance,accessories,New Balance 47 Hitch Men Lifestyle Cap Team Away Grey,2026-05-26,62.1,2.07,0,73,4.0556,51.79,0.0741,120,56,39.64,-0.0224,0,0,1,at_market,46,0.5109,tier1,19.11,1.153,0.0,0.55,1.139,3.0,0,0.8224,same_model_family,0.98,movement_reconstructed,1,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-A8890E7A65|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.15); calendar/event timing supports demand; healthy stock position (62 DOS),low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-A8890E7A65|2026-05-26,promote_guided,0.9717,0.1595,0.6099,0.1251
SP-331574EF21|2026-05-26__AUG-PRO-0252,SP-331574EF21,,IN236650,Crocs,accessories,Crocs 3D Coffee Cup Unisex Lifestyle Jibbitz Charm,2026-05-26,52.2,1.74,0,24,1.3333,48.68,0.0833,120,58,6.08,0.0,0,1,2,at_market,69,0.3,tier2,3.12,1.144,0.0,0.552,1.227,3.0,0,0.8224,same_model_family,0.9469,movement_reconstructed,1,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-331574EF21|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.14); calendar/event timing supports demand; healthy stock position (52 DOS),low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-331574EF21|2026-05-26,promote_guided,0.9393,0.1704,0.5833,0.1736
SP-5EC0254D0A|2026-05-26__AUG-PRO-0253,SP-5EC0254D0A,,IN234703,New Balance,accessories,New Balance 47 Clean Up Women Lifestyle Cap Linen,2026-05-26,44.1,1.47,0,35,1.9444,51.93,0.0551,120,69,35.68,-0.0991,0,1,2,below_market,44,0.4559,tier1,17.15,1.273,0.0,0.55,1.108,3.0,0,0.8224,same_model_family,0.964,movement_reconstructed,1,35.0,35.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0687,-12.0,-1.0,0,PROMOTE,controlled_augmentation,1,promote_guided,SP-5EC0254D0A|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.27); calendar/event timing supports demand; healthy stock position (44 DOS),demand_capture|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-5EC0254D0A|2026-05-26,promote_guided,0.9427,0.1667,0.7559,0.1377
SP-A2AD690C12|2026-05-26__AUG-PRO-0254,SP-A2AD690C12,,IN233478,ON,accessories,On All Day Unisex Lifestyle Cap Navy,2026-05-26,73.3,2.44,0,51,2.8333,60.05,0.028,120,74,67.94,-0.0909,0,1,3,below_market,60,0.3614,tier1,27.14,1.269,0.0,0.55,1.286,3.0,0,0.8224,similar_product,0.723,movement_reconstructed,1,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-A2AD690C12|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.27); calendar/event timing supports demand; healthy stock position (73 DOS),demand_capture|weak_competitor_match|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-A2AD690C12|2026-05-26,promote_guided,0.984,0.2061,0.8078,0.1594
SP-A2AD690C12|2026-05-26__AUG-PRO-0255,SP-A2AD690C12,,IN233478,ON,accessories,On All Day Unisex Lifestyle Cap Navy,2026-05-26,54.5,1.82,0,29,1.6111,60.05,0.0297,120,44,67.94,-0.0267,0,1,3,at_market,107,0.4546,tier1,27.14,1.146,0.0,0.55,1.223,3.0,0,0.8224,similar_product,0.723,movement_reconstructed,1,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-A2AD690C12|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.15); calendar/event timing supports demand; healthy stock position (54 DOS),weak_competitor_match|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-A2AD690C12|2026-05-26,promote_guided,0.9468,0.1949,0.6294,0.138
SP-331574EF21|2026-05-26__AUG-PRO-0256,SP-331574EF21,,IN236650,Crocs,accessories,Crocs 3D Coffee Cup Unisex Lifestyle Jibbitz Charm,2026-05-26,54.1,1.8,0,68,3.7778,48.68,0.1088,120,25,6.08,-0.0929,0,1,2,below_market,43,0.3411,tier2,3.12,1.208,0.0,0.55,1.121,3.0,0,0.8224,same_model_family,0.9469,movement_reconstructed,1,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-331574EF21|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.21); calendar/event timing supports demand; healthy stock position (54 DOS),demand_capture|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-331574EF21|2026-05-26,promote_guided,0.9755,0.1655,0.7094,0.1641
SP-5EC0254D0A|2026-05-26__AUG-PRO-0257,SP-5EC0254D0A,,IN234703,New Balance,accessories,New Balance 47 Clean Up Women Lifestyle Cap Linen,2026-05-26,58.7,1.96,0,65,3.6111,51.93,0.0203,120,55,35.68,-0.0569,0,1,3,below_market,84,0.4407,tier1,17.15,1.192,0.0,0.55,1.285,3.0,0,0.8224,same_model_family,0.964,movement_reconstructed,1,35.0,35.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0687,-12.0,-1.0,0,PROMOTE,controlled_augmentation,1,promote_guided,SP-5EC0254D0A|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.19); calendar/event timing supports demand; healthy stock position (59 DOS),demand_capture|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-5EC0254D0A|2026-05-26,promote_guided,0.9905,0.1685,0.7023,0.1412
SP-5EC0254D0A|2026-05-26__AUG-PRO-0258,SP-5EC0254D0A,,IN234703,New Balance,accessories,New Balance 47 Clean Up Women Lifestyle Cap Linen,2026-05-26,56.7,1.89,0,71,3.9444,51.93,0.0582,120,45,35.68,-0.0155,0,1,3,at_market,106,0.3,tier1,17.15,1.268,0.0,0.55,1.288,3.0,0,0.8224,same_model_family,0.964,movement_reconstructed,1,35.0,35.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0687,-12.0,-1.0,0,PROMOTE,controlled_augmentation,1,promote_guided,SP-5EC0254D0A|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.27); calendar/event timing supports demand; healthy stock position (57 DOS),low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-5EC0254D0A|2026-05-26,promote_guided,0.954,0.1854,0.7122,0.1736
SP-A2AD690C12|2026-05-26__AUG-PRO-0259,SP-A2AD690C12,,IN233478,ON,accessories,On All Day Unisex Lifestyle Cap Navy,2026-05-26,44.6,1.49,0,59,3.2778,60.05,0.0108,120,42,67.94,-0.0544,0,0,1,below_market,117,0.4983,tier1,27.14,1.341,0.0,0.577,1.302,3.0,0,0.8224,similar_product,0.723,movement_reconstructed,1,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-A2AD690C12|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.34); calendar/event timing supports demand; healthy stock position (45 DOS),demand_capture|weak_competitor_match|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-A2AD690C12|2026-05-26,promote_guided,0.9444,0.1896,0.8118,0.128
SP-A8890E7A65|2026-05-26__AUG-PRO-0260,SP-A8890E7A65,,IN234708,New Balance,accessories,New Balance 47 Hitch Men Lifestyle Cap Team Away Grey,2026-05-26,51.8,1.73,0,77,4.2778,51.79,0.1087,120,67,39.64,-0.0392,0,0,2,at_market,96,0.4251,tier1,19.11,1.155,0.0,0.615,1.214,3.0,0,0.8224,same_model_family,0.98,movement_reconstructed,1,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-A8890E7A65|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.16); calendar/event timing supports demand; healthy stock position (52 DOS),low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-A8890E7A65|2026-05-26,promote_guided,0.9379,0.1698,0.6033,0.1448
SP-45B7989AB6|2026-05-26__AUG-PRO-0261,SP-45B7989AB6,,IN216174,Crocs,accessories,Crocs 3D Candy Cane Unisex Lifestyle Jibbitz Charm,2026-05-26,64.7,2.16,0,51,2.8333,48.26,0.0558,120,69,6.03,-0.0391,0,1,2,at_market,69,0.3,tier2,3.12,1.121,0.0,0.55,1.118,3.0,0,0.8224,same_model_family,0.8615,movement_reconstructed,1,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,-12.0,-1.0,7,PROMOTE,controlled_augmentation,1,promote_guided,SP-45B7989AB6|2026-05-26,0.45,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.12); calendar/event timing supports demand; healthy stock position (65 DOS),low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,PROMOTE,SP-45B7989AB6|2026-05-26,promote_guided,0.9802,0.1685,0.6005,0.1736
